keyword,image_url,house_url,price,bedroom_s_,bathroom_s_,square_feet,status,address
Queens New York NY,https://photos.zillowstatic.com/fp/4308f721a155b5c664ec52bcbbf4c969-p_e.jpg,https://www.zillow.com/homedetails/33-66-Farrington-St-12I-Flushing-NY-11354/2060731073_zpid/,"$4,000/mo",2,2,967,Apartment for rent,"33-66 Farrington St #12I, Flushing, NY 11354"
Brooklyn New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.690250396728516,-73.9526138305664&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=yaewZE2YcinZAari0afdppXGcis=",https://www.zillow.com/homedetails/68-Kosciuszko-St-1C-Brooklyn-NY-11205/2058415587_zpid/,"$2,995/mo",0,1,null,Apartment for rent,"68 Kosciuszko St #1C, Brooklyn, NY 11205"
Bronx New York NY,https://photos.zillowstatic.com/fp/541b15e779ea5f176a822d6044f67fb2-p_e.jpg,https://www.zillow.com/b/1115-jerome-ave-bronx-ny-2Q3n/,"$1,750+",1,null,null,For Rent,"1115 Jerome Ave, Bronx, NY"
Manhattan New York NY,https://photos.zillowstatic.com/fp/f8ef0b9ad41afd013e47e72ed6f9d721-p_e.jpg,https://www.zillow.com/b/1763-2nd-ave-new-york-ny-5XjYCW/,"$2,750+",0,null,null,For Rent,"1763 2nd Ave, New York, NY"
Queens New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.74228286743164,-73.9209213256836&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=LoW4FDWFC25aRNLywp_S8ac43Ls=",https://www.zillow.com/homedetails/45-32-44th-St-5B-Sunnyside-NY-11104/2058415307_zpid/,"$2,550/mo",1,1,850,Apartment for rent,"45-32 44th St #5B, Sunnyside, NY 11104"
Brooklyn New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.69364929199219,-73.99393463134766&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=vOQVHP-jOtx4yNUsR688adMWAZ0=",https://www.zillow.com/homedetails/120-Remsen-St-1F-Brooklyn-NY-11201/2100953343_zpid/,"$2,500/mo",1,1,null,Apartment for rent,"120 Remsen St #1F, Brooklyn, NY 11201"
Bronx New York NY,https://photos.zillowstatic.com/fp/5a3de3a516d3d89634fcdd19a8bb608d-p_e.jpg,https://www.zillow.com/homedetails/217-Saint-Anns-Ave-M5-Bronx-NY-10454/2058499631_zpid/,"$2,850/mo",4,1,null,Apartment for rent,"217 Saint Anns Ave #M5, Bronx, NY 10454"
Queens New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.75005340576172,-73.94010162353516&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=bI4H5g9ZOZg7xSTu67zKkR5pQwc=",https://www.zillow.com/b/4210-27th-st-long-island-city-ny-B7fQdx/,"$3,800+",0,null,null,For Rent,"42-10 27th St, Long Island City, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/f94dfa831f24eaae1ad9de3f188e125b-p_e.jpg,https://www.zillow.com/homedetails/243-Saint-Marks-Ave-1-Brooklyn-NY-11238/2105596504_zpid/,"$5,250/mo",1,1,1400,Apartment for rent,"243 Saint Marks Ave #1, Brooklyn, NY 11238"
Bronx New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.834598541259766,-73.91161346435547&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=fPETSmSDPeNHcN1tP-UlWsCSURc=",https://www.zillow.com/homedetails/314-E-169th-St-1-Bronx-NY-10456/2080096431_zpid/,"$3,250/mo",0,1,null,Apartment for rent,"314 E 169th St #1, Bronx, NY 10456"
Queens New York NY,https://photos.zillowstatic.com/fp/dc3ff941ed1cd2a5e772b2729a5dd088-p_e.jpg,https://www.zillow.com/homedetails/35-32-90th-St-1-Jackson-Heights-NY-11372/2058731299_zpid/,"$1,950/mo",1,1,750,Apartment for rent,"35-32 90th St #1, Jackson Heights, NY 11372"
Manhattan New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.766510009765625,-73.95729064941406&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ttrFNRIpsaO3BLC4UNvTlmQN_pE=",https://www.zillow.com/b/1299-1st-ave-new-york-ny-2Dmx/,"$4,200+",3,null,null,For Rent,"1299 1st Ave, New York, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/3a53355a0e1bb1e700faff4b92912c93-p_e.jpg,https://www.zillow.com/homedetails/74-Eldert-St-10-Brooklyn-NY-11207/2088607066_zpid/,"$2,195/mo",1,1,null,Apartment for rent,"74 Eldert St #10, Brooklyn, NY 11207"
Brooklyn New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.65008544921875,-73.94880676269531&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=O4SfPsI7C-u2-Wr95jlFAMddCaU=","https://www.zillow.com/b/28-E-31st-St-Brooklyn-NY/40.650085,-73.94881_ll/","$2,000+",1,null,null,For Rent,"28 E 31st St, Brooklyn, NY"
Manhattan New York NY,https://photos.zillowstatic.com/fp/5209150f93deaa1522c2c8a81f611fa8-p_e.jpg,https://www.zillow.com/b/the-churchill-new-york-ny-4GKv/,"$3,500+",0,null,null,For Rent,"300 E 40th St, New York, NY"
Brooklyn New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.708152770996094,-73.95631408691406&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=-F2uRVWceUFo1UQ8HcKApxK2YZ8=",https://www.zillow.com/b/329-broadway-brooklyn-ny-5h8nqm/,"$3,450+",0,null,null,For Rent,"329 Broadway, Brooklyn, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/0268fd9f75a7791aa2621bbbf5f61a4d-p_e.jpg,https://www.zillow.com/b/193-08-station-rd-flushing-ny-BV3H6g/,"$1,800+",1,null,null,For Rent,"193-08 Station Rd, Flushing, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/db6e16f39ece74137998d42bb12827f7-p_e.jpg,https://www.zillow.com/homedetails/299-Chauncey-St-SUITE-1-Brooklyn-NY-11233/2058520469_zpid/,"$2,550/mo",1,1,null,Apartment for rent,"299 Chauncey St SUITE 1, Brooklyn, NY 11233"
Bronx New York NY,https://photos.zillowstatic.com/fp/52b4ab4c1c834d971a10f42f58f7c082-p_e.jpg,https://www.zillow.com/b/the-century-bronx-ny-37XF/,"$2,400+",1,null,null,The Century,"2600 Netherland Ave, Bronx, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/60a227e5130f363750c4025d12c7eb65-p_e.jpg,"https://www.zillow.com/b/1521-Cooper-Ave-Ridgewood-NY/40.692993,-73.902405_ll/","$2,299+",1,null,null,For Rent,"1521 Cooper Ave, Ridgewood, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/a742de200cd21649f171c636b4efafac-p_e.jpg,"https://www.zillow.com/b/132-70-Sanford-Ave-Flushing-NY/40.755577,-73.830826_ll/","$1,850+",1,null,null,For Rent,"132-70 Sanford Ave, Flushing, NY"
Queens New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.74755096435547,-73.94722747802734&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=mMVfCXrnzOmn0TWBKoW00Lbc1EQ=",https://www.zillow.com/homedetails/4473-21st-St-A3-Long-Island-City-NY-11101/2099733110_zpid/,"$2,395/mo",1,1,null,Apartment for rent,"4473 21st St #A3, Long Island City, NY 11101"
Manhattan New York NY,https://photos.zillowstatic.com/fp/c4bd7a5e61a8251123fd0aa0c9878962-p_e.jpg,https://www.zillow.com/b/303-e-83rd-st-new-york-ny-5XWqmH/,"$4,350+",1,null,null,For Rent,"303 E 83rd St, New York, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/4b8a1da17ac445c685edb3b7eab9ebce-p_e.jpg,https://www.zillow.com/homedetails/3110-23rd-St-APT-2I-Astoria-NY-11106/2109635042_zpid/,"$2,395/mo",1,1,560,Apartment for rent,"3110 23rd St APT 2I, Astoria, NY 11106"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/824343dae790058640a5337a22a3bef5-p_e.jpg,https://www.zillow.com/homedetails/Brooklyn-NY-11223/30734345_zpid/,"$1,800/mo",1,1,null,Apartment for rent,"(undisclosed Address), Brooklyn, NY 11223"
Queens New York NY,https://photos.zillowstatic.com/fp/342125c5438a1b67e1dcbe44abcb4ba0-p_e.jpg,https://www.zillow.com/b/3415-parsons-boulevard-flushing-ny-5Y2cVz/,"$1,750+",0,null,null,For Rent,"3415 Parsons Blvd, Flushing, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/4039511e8845b864ee753952e24649ca-p_e.jpg,https://www.zillow.com/homedetails/Brooklyn-NY-11228/30710176_zpid/,"$2,600/mo",3,1,null,Apartment for rent,"(undisclosed Address), Brooklyn, NY 11228"
Queens New York NY,https://photos.zillowstatic.com/fp/a6c52602654b15d71f0b608b81032db9-p_e.jpg,https://www.zillow.com/b/10-25-jackson-ave-long-island-city-ny-CFMqKP/,"$5,300+",2,null,null,For Rent,"10-25 Jackson Ave, Long Island City, NY"
Brooklyn New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.648345947265625,-73.91963195800781&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=x7HFS9r96cRSHIjKwfsrcAnfUUc=",https://www.zillow.com/homedetails/105-E-86th-St-2H-Brooklyn-NY-11236/2058415299_zpid/,"$1,675/mo",1,1,null,Apartment for rent,"105 E 86th St #2H, Brooklyn, NY 11236"
Manhattan New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.75904083251953,-73.9949722290039&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=BqNOHe61Wl-Laet5Hb_iR-afY-Q=",https://www.zillow.com/b/450-w-42nd-st-new-york-ny-5XVLJG/,"$4,295+",0,null,null,For Rent,"450 W 42nd St, New York, NY"
Manhattan New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.74461364746094,-73.97401428222656&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=6-QXMQC7vNXK20X06q6zxgU3iVo=","https://www.zillow.com/b/330-E-35th-St-New-York-NY/40.744614,-73.974014_ll/","$3,395+",1,null,null,For Rent,"330 E 35th St, New York, NY"
Manhattan New York NY,https://photos.zillowstatic.com/fp/bc20f1c2ef7e174f630c7a53fa93ba62-p_e.jpg,https://www.zillow.com/b/601-w-57th-st-new-york-ny-5HFY/,"$4,400+",1,null,null,For Rent,"601 W 57th St, New York, NY"
Queens New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.70268630981445,-73.75171661376953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ruy1ngrhQXrcFc0Mugyh4GYMA_M=",https://www.zillow.com/homedetails/112-37-204th-St-1-Saint-Albans-NY-11412/2058415318_zpid/,"$3,900/mo",3,2.5,null,Apartment for rent,"112-37 204th St #1, Saint Albans, NY 11412"
Brooklyn New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.718902587890625,-73.94144439697266&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=pnag6Lr2D5_iX6FjX36haSO84P0=",https://www.zillow.com/b/240-richardson-st-brooklyn-ny-3qJP/,"$3,099+",1,null,null,For Rent,"240 Richardson St, Brooklyn, NY"
Bronx New York NY,https://photos.zillowstatic.com/fp/b73a2350dc2c8990a1bb840b0bf8089f-p_e.jpg,https://www.zillow.com/homedetails/2478-Arthur-Ave-APT-6-Bronx-NY-10458/2125252960_zpid/,"$2,300/mo",2,1,null,Apartment for rent,"2478 Arthur Ave APT 6, Bronx, NY 10458"
Queens New York NY,https://photos.zillowstatic.com/fp/8afd29b850b8920fa8d1233f2d6a04e5-p_e.jpg,https://www.zillow.com/homedetails/34-11-42nd-St-2NDLVL-Long-Island-City-NY-11101/2058416521_zpid/,"$2,500/mo",2,1,760,Apartment for rent,"34-11 42nd St #2NDLVL, Long Island City, NY 11101"
Brooklyn New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.62959289550781,-73.96288299560547&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=itSPxxl-egG10CUSClNQ6cNVuWk=",https://www.zillow.com/homedetails/815-E-14th-St-4D-Brooklyn-NY-11230/2075355254_zpid/,"$1,595/mo",0,1,500,Apartment for rent,"815 E 14th St #4D, Brooklyn, NY 11230"
Queens New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.74154281616211,-73.8846664428711&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=6rpZBLf0vZll4DmofYRlm9aizks=",https://www.zillow.com/homedetails/80-01-45th-Ave-5L-Elmhurst-NY-11373/2058417837_zpid/,"$2,750/mo",0,1,null,Apartment for rent,"80-01 45th Ave #5L, Elmhurst, NY 11373"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/db3642b3e04d089730a1021086764fa9-p_e.jpg,https://www.zillow.com/homedetails/54-S-Elliott-Pl-APT-4-Brooklyn-NY-11217/2058417325_zpid/,"$2,112/mo",2,1,470,Apartment for rent,"54 S Elliott Pl APT 4, Brooklyn, NY 11217"
Queens New York NY,https://photos.zillowstatic.com/fp/626847910795b25eea0dff300d240de9-p_e.jpg,https://www.zillow.com/b/140-16-34th-ave-flushing-ny-9jdG96/,"$1,950+",1,null,null,For Rent,"140-16 34th Ave, Flushing, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/47ea8ed07fa3611efd5404c8ba5b8d49-p_e.jpg,https://www.zillow.com/homedetails/35-05-87th-St-APT-2B-Jackson-Heights-NY-11372/2058726172_zpid/,"$2,150/mo",1,1,null,Apartment for rent,"35-05 87th St APT 2B, Jackson Heights, NY 11372"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/44b46ac7dc1950c279c5f1b13bf00f7e-p_e.jpg,https://www.zillow.com/b/1875-atlantic-ave-brooklyn-ny-5hB922/,"$2,450+",1,null,null,For Rent,"1875 Atlantic Ave, Brooklyn, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/d28ffe75535f65f05181ce2ca2eb2366-p_e.jpg,https://www.zillow.com/homedetails/82-50-135th-St-APT-44-Jamaica-NY-11435/2069379612_zpid/,"$2,500/mo",2,1,1150,Apartment for rent,"82-50 135th St APT 44, Jamaica, NY 11435"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/56fdd46e7278fa5181e767f1be68158d-p_e.jpg,https://www.zillow.com/homedetails/69-Norwood-Ave-FLOOR-2-Brooklyn-NY-11208/2058502807_zpid/,"$2,500/mo",2,1,1020,Apartment for rent,"69 Norwood Ave FLOOR 2, Brooklyn, NY 11208"
Queens New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.748680114746094,-73.94285583496094&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=GqZPAlh1k_uUO9CUkhlpEcLOoZw=",https://www.zillow.com/b/4310-crescent-st-long-island-city-ny-5Y348V/,"$3,615+",0,null,null,For Rent,"4310 Crescent St, Long Island City, NY"
Manhattan New York NY,https://photos.zillowstatic.com/fp/b39244879c53b7794fafc018def2295d-p_e.jpg,https://www.zillow.com/b/1365-york-ave-new-york-ny-5XjKk9/,"$4,595+",1,null,null,For Rent,"1365 York Ave, New York, NY"
Brooklyn New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.69367218017578,-73.93338012695312&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=e_Wu_xyVOzm25VaYuZlLH1j--dE=",https://www.zillow.com/b/1030-de-kalb-ave-brooklyn-ny-97cdMs/,"$2,100+",0,null,null,For Rent,"1143 De Kalb Ave, Brooklyn, NY"
Manhattan New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.71991729736328,-73.98284149169922&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=QdDm-OmLt6fncg62wssmgp5rWHU=",https://www.zillow.com/b/200-stanton-st-new-york-ny-23HT/,"$5,695+",3,null,null,For Rent,"200 Stanton St, New York, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/66d673b2bf2046fca74641b199882e8b-p_e.jpg,https://www.zillow.com/homedetails/244-Hawthorne-St-APT-3F-Brooklyn-NY-11225/2084768953_zpid/,"$2,495/mo",2,1,null,Apartment for rent,"244 Hawthorne St APT 3F, Brooklyn, NY 11225"
Manhattan New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.73031234741211,-73.98249053955078&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=DhjNuQF0_CqC422cEJpnT998e_o=",https://www.zillow.com/b/410-e-13th-st-new-york-ny-3Nt7/,"$3,395+",1,null,null,For Rent,"410 E 13th St, New York, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/14603002d5b7358521409edba9c65846-p_e.jpg,https://www.zillow.com/b/190-72nd-st-brooklyn-ny-5YGRBn/,"$2,100+",1,null,null,For Rent,"190 72nd St, Brooklyn, NY"
Manhattan New York NY,https://photos.zillowstatic.com/fp/17967c503685b3b2582fd15b6b054aa2-p_e.jpg,https://www.zillow.com/homedetails/125-W-123rd-St-102-New-York-NY-10027/2060251688_zpid/,"$2,000/mo",0,1,null,Apartment for rent,"125 W 123rd St #102, New York, NY 10027"
Queens New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.75522994995117,-73.91966247558594&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=rluLiS9uSbFkzhLk8D843ShC6G4=",https://www.zillow.com/homedetails/34-25-42nd-St-APT-1L-Long-Island-City-NY-11101/2075234302_zpid/,"$2,650/mo",2,1,null,Apartment for rent,"34-25 42nd St APT 1L, Long Island City, NY 11101"
Manhattan New York NY,https://photos.zillowstatic.com/fp/4f7d26bfe1a446acbda9c0741db90fe7-p_e.jpg,https://www.zillow.com/b/31-monroe-st-new-york-ny-8Jrn/,"$3,949+",2,null,null,For Rent,"31 Monroe St, New York, NY"
Bronx New York NY,https://photos.zillowstatic.com/fp/47115fdc1f58731c80ad54e5edbcf6b3-p_e.jpg,https://www.zillow.com/homedetails/147-W-230th-St-4J-Bronx-NY-10463/2079508048_zpid/,"$1,850/mo",1,1,null,Apartment for rent,"147 W 230th St #4J, Bronx, NY 10463"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/7757b673720d5d94b38c63f1114da5b0-p_e.jpg,https://www.zillow.com/b/11-stagg-st-brooklyn-ny-3qpz/,"$3,750+",1,null,null,For Rent,"11 Stagg St, Brooklyn, NY"
Manhattan New York NY,https://photos.zillowstatic.com/fp/2811926938c15b0decc7ae4cb303ae4a-p_e.jpg,https://www.zillow.com/homedetails/2103-Frederick-Douglass-Blvd-APT-4D-New-York-NY-10026/2077541357_zpid/,"$3,095/mo",1,1,null,Apartment for rent,"2103 Frederick Douglass Blvd APT 4D, New York, NY 10026"
Bronx New York NY,https://photos.zillowstatic.com/fp/61763e3a055fc890961fd2ffddf1e74d-p_e.jpg,https://www.zillow.com/homedetails/642-Concord-Ave-FLOOR-1-Bronx-NY-10455/2058431025_zpid/,"$3,100/mo",3,2.5,null,Apartment for rent,"642 Concord Ave FLOOR 1, Bronx, NY 10455"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/2ead991c0976567167320a1c11469a0a-p_e.jpg,https://www.zillow.com/homedetails/1541-Dean-St-3L-Brooklyn-NY-11213/2060330057_zpid/,"$3,000/mo",2,1,null,Apartment for rent,"1541 Dean St #3L, Brooklyn, NY 11213"
Manhattan New York NY,https://photos.zillowstatic.com/fp/7130914280644aa6fd15530ca90a1274-p_e.jpg,https://www.zillow.com/homedetails/346-E-65th-St-APT-4B-New-York-NY-10065/2108252121_zpid/,"$2,400/mo",0,1,null,Apartment for rent,"346 E 65th St APT 4B, New York, NY 10065"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/f7cc2e12b4f7c81a6c6ffc2390f1bbeb-p_e.jpg,https://www.zillow.com/homedetails/238-Saint-Marks-Ave-APT-2A-Brooklyn-NY-11238/112079788_zpid/,"$3,600/mo",1,1,736,Apartment for rent,"238 Saint Marks Ave APT 2A, Brooklyn, NY 11238"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/c2efbccc447fc5b54982d69037ac35be-p_e.jpg,https://www.zillow.com/homedetails/1630-New-York-Ave-2-Brooklyn-NY-11210/2062175750_zpid/,"$2,395/mo",1,1,null,Apartment for rent,"1630 New York Ave #2, Brooklyn, NY 11210"
Bronx New York NY,https://photos.zillowstatic.com/fp/f1ebf4fbd44c79d074ea5fcac3c9991d-p_e.jpg,https://www.zillow.com/homedetails/4206-Carpenter-Ave-APT-D4-Bronx-NY-10466/2099567052_zpid/,"$1,695/mo",1,1,800,Apartment for rent,"4206 Carpenter Ave APT D4, Bronx, NY 10466"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/87461fca5993be1e31cb5dcc5f773f4e-p_e.jpg,https://www.zillow.com/homedetails/2161-E-2nd-St-APT-4-Brooklyn-NY-11223/2058419778_zpid/,"$1,800/mo",1,1,null,Apartment for rent,"2161 E 2nd St APT 4, Brooklyn, NY 11223"
Queens New York NY,https://photos.zillowstatic.com/fp/9b1a76a21aeaeeea2a9121f7d933ba07-p_e.jpg,https://www.zillow.com/homedetails/22903-Horace-Harding-Expy-2-Oakland-Gardens-NY-11364/2072285769_zpid/,"$3,400/mo",3,2,null,Apartment for rent,"22903 Horace Harding Expy #2, Oakland Gardens, NY 11364"
Bronx New York NY,https://photos.zillowstatic.com/fp/b6408660ee68c8453779f368a59a70ac-p_e.jpg,https://www.zillow.com/b/1504-sheridan-ave-bronx-ny-2TGp/,"$2,475+",1,null,null,For Rent,"1504 Sheridan Ave, Bronx, NY"
Bronx New York NY,https://photos.zillowstatic.com/fp/359eb136bd612a20021463050ea4244a-p_e.jpg,https://www.zillow.com/b/600-w-246th-st-bronx-ny-9ggJ73/,"$3,795+",2,null,null,For Rent,"600 W 246th St, Bronx, NY"
Bronx New York NY,https://photos.zillowstatic.com/fp/b1acb4b8aa54803b109d5496671f8e6b-p_e.jpg,https://www.zillow.com/b/820-boynton-ave-bronx-ny-2dYK/,"$2,500+",2,null,null,For Rent,"820 Boynton Ave, Bronx, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/d159bed89b0d6846b8dc648aeaef5970-p_e.jpg,https://www.zillow.com/homedetails/175-20-Wexford-Ter-APT-6T-Jamaica-NY-11432/79741265_zpid/,"$1,900/mo",1,1,750,Apartment for rent,"175-20 Wexford Ter APT 6T, Jamaica, NY 11432"
Queens New York NY,https://photos.zillowstatic.com/fp/1ce1dd91fb1b72e487787ef45f1af457-p_e.jpg,"https://www.zillow.com/b/140-75-34th-Ave-Flushing-NY/40.76696,-73.8247_ll/","$1,700+",0,null,null,For Rent,"140-75 34th Ave, Flushing, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/504c0976e55a35cd2e1b3dfad32a474b-p_e.jpg,https://www.zillow.com/homedetails/35-20-Ditmars-Blvd-F-Astoria-NY-11105/2072999565_zpid/,"$3,200/mo",3,2,null,Apartment for rent,"35-20 Ditmars Blvd #F, Astoria, NY 11105"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/907238f0e2974a32cf228fb65440c69e-p_e.jpg,https://www.zillow.com/homedetails/1556-New-York-Ave-Brooklyn-NY-11210/30663909_zpid/,"$1,950/mo",0,1,null,Apartment for rent,"1556 New York Ave, Brooklyn, NY 11210"
Queens New York NY,https://photos.zillowstatic.com/fp/49f19ded7bef875c86e480ed325b399c-p_e.jpg,https://www.zillow.com/homedetails/32-15-34th-St-4L-Astoria-NY-11106/2077604175_zpid/,"$2,200/mo",1,1,null,Apartment for rent,"32-15 34th St #4L, Astoria, NY 11106"
Bronx New York NY,https://photos.zillowstatic.com/fp/6dacc90e05401a468ccb44581cae9273-p_e.jpg,https://www.zillow.com/b/3230-steuben-ave-bronx-ny-2b6R/,"$1,824+",1,null,null,For Rent,"3230 Steuben Ave, Bronx, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/68644324eaeb78895d3e19709c3ccac2-p_e.jpg,https://www.zillow.com/homedetails/21-48-24th-St-3-Astoria-NY-11105/2058433053_zpid/,"$1,950/mo",1,1,null,Apartment for rent,"21-48 24th St #3, Astoria, NY 11105"
Manhattan New York NY,https://photos.zillowstatic.com/fp/3f05bcd739efb55b3cf59b4cfbf99c62-p_e.jpg,https://www.zillow.com/b/2156-2nd-ave-new-york-ny-4zm5/,"$2,350+",1,null,null,For Rent,"2156 2nd Ave, New York, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/2b0a144cf0626b4f37444a77c9f70d40-p_e.jpg,https://www.zillow.com/b/497-saint-marks-ave-brooklyn-ny-BMxYyq/,"$3,090+",1,null,null,For Rent,"497 Saint Marks Ave, Brooklyn, NY"
Bronx New York NY,https://photos.zillowstatic.com/fp/5c7105e9d67f960ff0c9c5e362edf0eb-p_e.jpg,https://www.zillow.com/homedetails/336-E-167th-St-APT-9-Bronx-NY-10456/2058442967_zpid/,"$3,700/mo",5,1,null,Apartment for rent,"336 E 167th St APT 9, Bronx, NY 10456"
Queens New York NY,https://photos.zillowstatic.com/fp/f2bac5786666b6c14a63463bfbb90e50-p_e.jpg,https://www.zillow.com/homedetails/25-38-43rd-St-B1-Astoria-NY-11103/2058434409_zpid/,"$2,200/mo",2,1,600,Apartment for rent,"25-38 43rd St #B1, Astoria, NY 11103"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/bcc43b1091699d862ab9ff032229da25-p_e.jpg,https://www.zillow.com/homedetails/402-E-16th-St-2-Brooklyn-NY-11226/2060453809_zpid/,"$2,600/mo",2,1,840,Apartment for rent,"402 E 16th St #2, Brooklyn, NY 11226"
Bronx New York NY,https://photos.zillowstatic.com/fp/37468ebab9e2b29035cd6b8ea38fcfae-p_e.jpg,https://www.zillow.com/homedetails/308-E-134th-St-APT-1A-Bronx-NY-10454/2073656410_zpid/,"$2,200/mo",0,1,null,Apartment for rent,"308 E 134th St APT 1A, Bronx, NY 10454"
